type;exec;direction;nb_clusters;size;time
channel;15;master-slave;1;2048;32
channel;15;master-slave;1;4096;50
channel;15;master-slave;1;8192;88
channel;15;master-slave;1;16384;161
channel;15;master-slave;1;32768;309
channel;15;master-slave;1;65536;610
channel;15;master-slave;1;131072;1201
channel;15;master-slave;1;262144;2395
channel;15;master-slave;1;524288;4775
channel;15;master-slave;1;1048576;9527
channel;15;slave-master;1;1;51
channel;15;slave-master;1;2;32
channel;15;slave-master;1;4;38
channel;15;slave-master;1;8;38
channel;15;slave-master;1;16;37
channel;15;slave-master;1;32;38
channel;15;slave-master;1;64;49
channel;15;slave-master;1;128;38
channel;15;slave-master;1;256;49
channel;15;slave-master;1;512;49
channel;15;slave-master;1;1024;49
channel;15;slave-master;1;2048;50
channel;15;slave-master;1;4096;68
channel;15;slave-master;1;8192;75
channel;15;slave-master;1;16384;93
channel;15;slave-master;1;32768;151
channel;15;slave-master;1;65536;251
channel;15;slave-master;1;131072;451
channel;15;slave-master;1;262144;850
channel;15;slave-master;1;524288;1649
channel;15;slave-master;1;1048576;3251
UsandoChannel!
channel;16;master-slave;1;1;15
channel;16;master-slave;1;2;14
channel;16;master-slave;1;4;15
channel;16;master-slave;1;8;13
channel;16;master-slave;1;16;14
channel;16;master-slave;1;32;14
channel;16;master-slave;1;64;14
channel;16;master-slave;1;128;14
channel;16;master-slave;1;256;16
channel;16;master-slave;1;512;17
channel;16;master-slave;1;1024;23
channel;16;master-slave;1;2048;32
channel;16;master-slave;1;4096;50
channel;16;master-slave;1;8192;87
channel;16;master-slave;1;16384;161
channel;16;master-slave;1;32768;313
channel;16;master-slave;1;65536;613
channel;16;master-slave;1;131072;1201
channel;16;master-slave;1;262144;2390
channel;16;master-slave;1;524288;4775
channel;16;master-slave;1;1048576;9527
channel;16;slave-master;1;1;52
channel;16;slave-master;1;2;38
channel;16;slave-master;1;4;39
channel;16;slave-master;1;8;38
channel;16;slave-master;1;16;38
channel;16;slave-master;1;32;37
channel;16;slave-master;1;64;42
channel;16;slave-master;1;128;49
channel;16;slave-master;1;256;50
channel;16;slave-master;1;512;50
channel;16;slave-master;1;1024;50
channel;16;slave-master;1;2048;49
channel;16;slave-master;1;4096;73
channel;16;slave-master;1;8192;73
channel;16;slave-master;1;16384;93
channel;16;slave-master;1;32768;152
channel;16;slave-master;1;65536;261
channel;16;slave-master;1;131072;451
channel;16;slave-master;1;262144;850
channel;16;slave-master;1;524288;1650
channel;16;slave-master;1;1048576;3251
UsandoChannel!
channel;17;master-slave;1;1;16
channel;17;master-slave;1;2;14
channel;17;master-slave;1;4;14
channel;17;master-slave;1;8;14
channel;17;master-slave;1;16;14
channel;17;master-slave;1;32;14
channel;17;master-slave;1;64;14
channel;17;master-slave;1;128;14
channel;17;master-slave;1;256;15
channel;17;master-slave;1;512;18
channel;17;master-slave;1;1024;22
channel;17;master-slave;1;2048;31
channel;17;master-slave;1;4096;50
channel;17;master-slave;1;8192;87
channel;17;master-slave;1;16384;162
channel;17;master-slave;1;32768;313
channel;17;master-slave;1;65536;610
channel;17;master-slave;1;131072;1206
channel;17;master-slave;1;262144;2390
channel;17;master-slave;1;524288;4774
channel;17;master-slave;1;1048576;9531
channel;17;slave-master;1;1;53
channel;17;slave-master;1;2;40
channel;17;slave-master;1;4;38
channel;17;slave-master;1;8;38
channel;17;slave-master;1;16;37
channel;17;slave-master;1;32;38
channel;17;slave-master;1;64;38
channel;17;slave-master;1;128;37
channel;17;slave-master;1;256;50
channel;17;slave-master;1;512;50
channel;17;slave-master;1;1024;49
channel;17;slave-master;1;2048;54
channel;17;slave-master;1;4096;69
channel;17;slave-master;1;8192;73
channel;17;slave-master;1;16384;93
channel;17;slave-master;1;32768;152
channel;17;slave-master;1;65536;251
channel;17;slave-master;1;131072;451
channel;17;slave-master;1;262144;851
channel;17;slave-master;1;524288;1649
channel;17;slave-master;1;1048576;3256
UsandoChannel!
channel;18;master-slave;1;1;15
channel;18;master-slave;1;2;15
channel;18;master-slave;1;4;14
channel;18;master-slave;1;8;13
channel;18;master-slave;1;16;14
channel;18;master-slave;1;32;14
channel;18;master-slave;1;64;15
channel;18;master-slave;1;128;14
channel;18;master-slave;1;256;16
channel;18;master-slave;1;512;18
channel;18;master-slave;1;1024;23
channel;18;master-slave;1;2048;32
channel;18;master-slave;1;4096;51
channel;18;master-slave;1;8192;87
channel;18;master-slave;1;16384;161
channel;18;master-slave;1;32768;309
channel;18;master-slave;1;65536;605
channel;18;master-slave;1;131072;1202
channel;18;master-slave;1;262144;2389
channel;18;master-slave;1;524288;4775
channel;18;master-slave;1;1048576;9532
channel;18;slave-master;1;1;52
channel;18;slave-master;1;2;39
channel;18;slave-master;1;4;38
channel;18;slave-master;1;8;38
channel;18;slave-master;1;16;37
channel;18;slave-master;1;32;38
channel;18;slave-master;1;64;38
channel;18;slave-master;1;128;50
channel;18;slave-master;1;256;49
channel;18;slave-master;1;512;49
channel;18;slave-master;1;1024;49
channel;18;slave-master;1;2048;49
channel;18;slave-master;1;4096;67
channel;18;slave-master;1;8192;73
