Slavebarrierwait
Slavebarrierwait
Slavebarrierwait
Slavebarrierwait
Slavebarrierwait
Slavebarrierwait
type;exec;direction;nb_clusters;size;time
Hello1
Masterbarrierwait
Masterbarrierend
Masterbarrierend
Slavebarrierwait
Slavebarrierend
Slavebarrierend
Slavebarrierend
Slavebarrierend
Slavebarrierend
Slavebarrierend
Slavebarrierend
AllSlavesArrived:0
AllSlavesArrived:6
AllSlavesArrived:4
AllSlavesArrived:2
AllSlavesArrived:1
AllSlavesArrived:5
AllSlavesArrived:3
Hello2
UsandoChannel!
channel;16;master-slave;8;1048576;76239
channel;16;slave-master;8;1;401
channel;16;slave-master;8;2;364
channel;16;slave-master;8;4;340
channel;16;slave-master;8;8;351
channel;16;slave-master;8;16;351
channel;16;slave-master;8;32;340
channel;16;slave-master;8;64;374
channel;16;slave-master;8;128;400
channel;16;slave-master;8;256;396
channel;16;slave-master;8;512;397
channel;16;slave-master;8;1024;395
channel;16;slave-master;8;2048;399
channel;16;slave-master;8;4096;544
channel;16;slave-master;8;8192;593
channel;16;slave-master;8;16384;758
channel;16;slave-master;8;32768;1217
channel;16;slave-master;8;65536;2029
channel;16;slave-master;8;131072;3614
channel;16;slave-master;8;262144;6808
channel;16;slave-master;8;524288;13199
channel;16;slave-master;8;1048576;26025
UsandoChannel!
channel;17;master-slave;8;1;168
channel;17;master-slave;8;2;167
channel;17;master-slave;8;4;166
channel;17;master-slave;8;8;160
channel;17;master-slave;8;16;168
channel;17;master-slave;8;32;172
channel;17;master-slave;8;64;173
channel;17;master-slave;8;128;172
channel;17;master-slave;8;256;177
channel;17;master-slave;8;512;195
channel;17;master-slave;8;1024;234
channel;17;master-slave;8;2048;311
channel;17;master-slave;8;4096;454
channel;17;master-slave;8;8192;758
channel;17;master-slave;8;16384;1347
channel;17;master-slave;8;32768;2535
channel;17;master-slave;8;65536;4920
channel;17;master-slave;8;131072;9677
channel;17;master-slave;8;262144;19191
channel;17;master-slave;8;524288;38219
channel;17;master-slave;8;1048576;76242
channel;17;slave-master;8;1;390
channel;17;slave-master;8;2;357
channel;17;slave-master;8;4;351
channel;17;slave-master;8;8;332
channel;17;slave-master;8;16;339
channel;17;slave-master;8;32;351
channel;17;slave-master;8;64;383
channel;17;slave-master;8;128;396
channel;17;slave-master;8;256;396
channel;17;slave-master;8;512;390
channel;17;slave-master;8;1024;400
channel;17;slave-master;8;2048;398
channel;17;slave-master;8;4096;535
channel;17;slave-master;8;8192;591
channel;17;slave-master;8;16384;754
channel;17;slave-master;8;32768;1216
channel;17;slave-master;8;65536;2016
channel;17;slave-master;8;131072;3613
channel;17;slave-master;8;262144;6808
channel;17;slave-master;8;524288;13198
channel;17;slave-master;8;1048576;26024
UsandoChannel!
channel;18;master-slave;8;1;169
channel;18;master-slave;8;2;166
channel;18;master-slave;8;4;171
channel;18;master-slave;8;8;162
channel;18;master-slave;8;16;164
channel;18;master-slave;8;32;167
channel;18;master-slave;8;64;163
channel;18;master-slave;8;128;167
channel;18;master-slave;8;256;178
channel;18;master-slave;8;512;195
channel;18;master-slave;8;1024;235
channel;18;master-slave;8;2048;307
channel;18;master-slave;8;4096;459
channel;18;master-slave;8;8192;750
channel;18;master-slave;8;16384;1347
channel;18;master-slave;8;32768;2544
channel;18;master-slave;8;65536;4918
channel;18;master-slave;8;131072;9679
channel;18;master-slave;8;262144;19192
channel;18;master-slave;8;524288;38224
channel;18;master-slave;8;1048576;76238
channel;18;slave-master;8;1;410
channel;18;slave-master;8;2;352
channel;18;slave-master;8;4;341
channel;18;slave-master;8;8;351
channel;18;slave-master;8;16;355
channel;18;slave-master;8;32;366
channel;18;slave-master;8;64;400
channel;18;slave-master;8;128;392
channel;18;slave-master;8;256;391
channel;18;slave-master;8;512;395
channel;18;slave-master;8;1024;396
channel;18;slave-master;8;2048;403
channel;18;slave-master;8;4096;541
channel;18;slave-master;8;8192;593
channel;18;slave-master;8;16384;753
channel;18;slave-master;8;32768;1216
channel;18;slave-master;8;65536;2025
channel;18;slave-master;8;131072;3613
channel;18;slave-master;8;262144;6813
channel;18;slave-master;8;524288;13203
channel;18;slave-master;8;1048576;26025
UsandoChannel!
channel;19;master-slave;8;1;167
channel;19;master-slave;8;2;166
channel;19;master-slave;8;4;165
channel;19;master-slave;8;8;161
channel;19;master-slave;8;16;163
channel;19;master-slave;8;32;167
channel;19;master-slave;8;64;164
channel;19;master-slave;8;128;168
channel;19;master-slave;8;256;178
channel;19;master-slave;8;512;200
channel;19;master-slave;8;1024;233
channel;19;master-slave;8;2048;305
